seed	bucket	T_h	dR	lo95	hi95	loADJ	hiADJ	sig95	sigADJ	cap_hiADJ_pct
2	[0.50,0.75)	12	0.00023032725815319953	-0.00929164270971735	0.009724578281356595	-0.01501486678462113	0.015198325140901602	False	False	0.0662609735447501
2	[0.50,0.75)	24	-0.0011786235641599847	-0.01032085063142564	0.007694824811275909	-0.015294230590282643	0.012730596857684703	False	False	0.08164274720593051
2	[0.75,1.0]	1	-0.010363776122026675	-0.020788866800836622	-3.3204381906924965e-05	-0.026195011235690367	0.005683766637845965	True	False	0.00923954089891766
2	[0.75,1.0]	4	-0.0052066856593792656	-0.014293391149952837	0.0038742989158247186	-0.019958751977024392	0.009324797418620927	False	False	0.028929009676302766
2	[0.75,1.0]	12	-0.004802623337652543	-0.015217492197716603	0.005497413111431452	-0.020480234038393545	0.010561773872202572	False	False	0.05533859831601407
2	[0.75,1.0]	24	-0.0018146807332620903	-0.011659677717883322	0.008126302483393043	-0.016935780893424675	0.013732984306943787	False	False	0.09917092567356275
3	[0,0.05)	1	0.005802707558911486	-0.011137581957644365	0.022454161393538653	-0.021271264858790773	0.031507520972102396	False	False	0.021318379882378346
3	[0,0.05)	4	0.012660192441886172	-0.006946085468811635	0.03090654063768772	-0.017984864385424574	0.040252181593490304	False	False	0.05807707184981663
3	[0,0.05)	12	0.020362455998282077	0.004193072759212114	0.036872438223758804	-0.004715833798070074	0.04591353127969349	True	False	0.13983265744699327
3	[0,0.05)	24	0.015675949480729645	5.2403299559205494e-06	0.03169967067787096	-0.008764194801883623	0.04206729028355852	True	False	0.1889123093947179
3	[0.05,0.10)	1	-0.005730536223063829	-0.021057930434997707	0.010651403803074949	-0.02879942756811844	0.021615985973133352	False	False	0.015733153004116932
3	[0.05,0.10)	4	0.005309315758143511	-0.011035842994155054	0.020726765909046773	-0.02062722550722204	0.02918031379991697	False	False	0.049647659106258436
