ts	pair	grade	ret_24h	net_24h	mfe_24h	mae_24h
2026-06-22T01:15:00+00:00	SOL/USDT	B	-0.0364562391100388	-0.0384562391100388	0.0052271813429836	-0.0434258142340168
2026-06-22T13:30:00+00:00	SOL/USDT	B	-0.0761815504083545	-0.0781815504083545	0.004150488686571	-0.0874280358816441
2026-06-28T08:30:00+00:00	SOL/USDT	B	0.0091564927857934	0.0071564927857934	0.0173418423973363	-0.0324639289678135
2026-06-29T03:00:00+00:00	SOL/USDT	B	0.0238584944467297	0.0218584944467297	0.0488139311668722	-0.0260523789935555
2026-06-29T12:00:00+00:00	SOL/USDT	B	-0.0133838042449641	-0.0153838042449641	0.0340678653508177	-0.0223063404082737
2026-06-29T17:00:00+00:00	SOL/USDT	B	-0.0236481998140029	-0.0256481998140029	0.0162083167264515	-0.0447721535804436
2026-07-01T13:45:00+00:00	SOL/USDT	B	0.0719358232509206	0.0699358232509206	0.0886375591793791	-0.005260389268806
2026-07-03T18:45:00+00:00	SOL/USDT	A	0.0018265952264977	-0.0001734047735022	0.0226497808085728	-0.0092547491475889
2026-07-04T04:30:00+00:00	SOL/USDT	B	-0.0341655716162943	-0.0361655716162943	0.0032254210966433	-0.041930474256361
2026-07-06T21:00:00+00:00	SOL/USDT	A			0.0015672091621459	-0.0300180831826402
2026-05-01T03:15:00+00:00	XRP/USDT	A	0.0054379350348028	0.0034379350348028	0.0150087006960555	-0.0055104408352668
